STATE_ABBREV,COUNTY_NAME,Dem_Percent,Rep_Percent,Dem_VoteCnt,Rep_VoteCnt
KY,Morgan,0.175,0.81,939,4353
KY,Muhlenberg,0.223,0.766,3048,10491
KY,Nelson,0.285,0.702,6515,16052
KY,Nicholas,0.248,0.738,824,2451
KY,Ohio,0.191,0.794,2094,8679
KY,Oldham,0.377,0.602,14402,23025
KY,Owen,0.18,0.806,988,4434
KY,Owsley,0.11,0.884,203,1625
KY,Pendleton,0.175,0.811,1210,5593
KY,Perry,0.197,0.792,1966,7913
KY,Pike,0.168,0.822,4025,19684
KY,Powell,0.219,0.763,1174,4092
KY,Pulaski,0.169,0.821,5351,26051
KY,Robertson,0.188,0.8,215,915
KY,Rockcastle,0.128,0.859,986,6635
KY,Rowan,0.353,0.63,3484,6224
KY,Russell,0.135,0.857,1200,7622
KY,Scott,0.353,0.63,10501,18747
KY,Shelby,0.318,0.664,7822,16356
KY,Simpson,0.274,0.713,2403,6253
KY,Spencer,0.21,0.778,2415,8927
KY,Taylor,0.21,0.777,2576,9523
KY,Todd,0.206,0.784,1051,4009
KY,Trigg,0.232,0.755,1667,5436
KY,Trimble,0.217,0.773,923,3283
KY,Union,0.202,0.785,1225,4758
KY,Warren,0.37,0.613,21065,34862
KY,Washington,0.242,0.744,1533,4720
KY,Wayne,0.165,0.825,1444,7203
KY,Webster,0.207,0.781,1153,4339
KY,Whitley,0.148,0.842,2237,12687
KY,Wolfe,0.236,0.742,689,2163
KY,Woodford,0.419,0.561,6282,8419
LA,Acadia,0.176,0.815,4695,21783
LA,Allen,0.19,0.8,1661,7003
LA,Ascension,0.322,0.661,20113,41319
LA,Assumption,0.316,0.672,3273,6963
LA,Avoyelles,0.278,0.71,4460,11379
LA,Beauregard,0.138,0.851,2192,13504
LA,Bienville,0.405,0.585,2531,3660
LA,Bossier,0.277,0.71,14467,37105
LA,Caddo,0.516,0.469,48864,44471
LA,Calcasieu,0.295,0.69,23918,56064
LA,Caldwell,0.134,0.859,580,3724
LA,Cameron,0.065,0.928,219,3120
LA,Catahoula,0.244,0.749,1060,3258
LA,Claiborne,0.385,0.606,2239,3522
LA,Concordia,0.348,0.641,2698,4974
LA,DeSoto,0.318,0.673,4426,9359
LA,East Baton Rouge,0.545,0.434,103820,82720
LA,East Carroll,0.58,0.404,1338,931
LA,East Feliciana,0.383,0.605,3809,6020
LA,Evangeline,0.249,0.739,3526,10483
LA,Franklin,0.25,0.742,2196,6524
LA,Grant,0.11,0.879,996,7925
LA,Iberia,0.324,0.665,9504,19511
LA,Iberville,0.489,0.496,7503,7616
LA,Jackson,0.256,0.732,1852,5291
LA,Jefferson,0.425,0.554,75731,98810
LA,Jefferson Davis,0.188,0.799,2699,11478
LA,Lafayette,0.335,0.648,37170,72007
LA,Lafourche,0.184,0.804,7864,34461
LA,LaSalle,0.082,0.91,546,6023
LA,Lincoln,0.365,0.619,6627,11248
LA,Livingston,0.151,0.836,9965,55101
LA,Madison,0.525,0.462,2094,1846
LA,Morehouse,0.397,0.59,4008,5961
LA,Natchitoches,0.382,0.605,5740,9100
LA,Orleans,0.822,0.152,130749,24119
LA,Ouachita,0.355,0.633,22845,40808
LA,Plaquemines,0.304,0.684,3023,6803
LA,Pointe Coupee,0.357,0.633,4132,7319
LA,Rapides,0.31,0.677,16537,36171
LA,Red River,0.355,0.627,1321,2337
LA,Richland,0.297,0.691,2732,6354
LA,Sabine,0.146,0.847,1488,8613
LA,St. Bernard,0.345,0.638,5967,11033
LA,St. Charles,0.33,0.654,8812,17443
LA,St. Helena,0.496,0.488,2848,2804
LA,St. James,0.491,0.501,5792,5902
LA,St. John the Baptist,0.64,0.348,12043,6557
LA,St. Landry,0.4,0.589,14833,21812
LA,St. Martin,0.291,0.698,7284,17466
LA,St. Mary,0.335,0.654,7011,13671
LA,St. Tammany,0.273,0.711,37777,98377
LA,Tangipahoa,0.306,0.681,16886,37500
LA,Tensas,0.471,0.514,1002,1093
LA,Terrebonne,0.235,0.753,9702,31115
LA,Union,0.211,0.78,2206,8176
LA,Vermilion,0.175,0.814,4637,21510
LA,Vernon,0.156,0.834,2513,13474
LA,Washington,0.293,0.696,5411,12846
LA,Webster,0.312,0.677,5053,10965
LA,West Baton Rouge,0.434,0.551,6008,7627
LA,West Carroll,0.126,0.866,578,3986
LA,West Feliciana,0.334,0.653,2004,3923
LA,Winn,0.223,0.768,1292,4437
ME,Abbot,0.31,0.678,126,276
ME,Acton,0.403,0.579,700,1006
ME,Addison,0.337,0.655,253,491
ME,Albion,0.321,0.664,407,843
ME,Alexander,0.243,0.745,82,251
ME,Alfred,0.479,0.503,981,1031
ME,Allagash,0.395,0.605,60,92
ME,Alna,0.608,0.36,324,192
ME,Alton,0.35,0.629,188,338
ME,Amherst,0.345,0.636,71,131
ME,Amity,0.194,0.787,31,126
ME,Andover,0.404,0.581,215,309
ME,Anson,0.294,0.69,383,898
ME,Appleton,0.516,0.455,477,421
ME,Aroostook Cty Townships,0.384,0.602,196,307
ME,Arrowsic,0.74,0.251,265,90
ME,Arundel,0.478,0.504,1378,1452
ME,Ashland,0.334,0.647,224,434
ME,Athens,0.336,0.654,182,354
ME,Atkinson,0.284,0.716,48,121
ME,Auburn,0.523,0.457,6468,5647
ME,Augusta,0.54,0.441,5386,4398
ME,Aurora,0.338,0.635,25,47
ME,Avon,0.267,0.726,77,209
ME,Baileyville,0.319,0.676,221,468
ME,Baldwin,0.323,0.66,344,702
ME,Bangor,0.586,0.39,9332,6212
ME,Bar Harbor,0.732,0.232,2642,838
ME,Baring Plt.,0.388,0.597,52,80
ME,Bath,0.671,0.304,3492,1581
ME,Beals,0.324,0.659,93,189
ME,Beaver Cove,0.509,0.483,59,56
ME,Beddington,0.368,0.632,25,43
ME,Belfast,0.68,0.292,2865,1228
ME,Belgrade,0.449,0.538,1013,1214
ME,Belmont,0.432,0.551,265,338
ME,Benton,0.328,0.65,516,1022
ME,Berwick,0.457,0.521,2131,2429
ME,Bethel,0.545,0.429,988,777
ME,Biddeford,0.624,0.353,7118,4031
ME,Bingham,0.296,0.687,168,390
ME,Blaine,0.235,0.752,89,285
ME,Blue Hill,0.666,0.305,1369,628
ME,Boothbay,0.568,0.417,1252,919
ME,Boothbay Harbor,0.611,0.377,854,527
ME,Bowdoin,0.398,0.588,770,1137
ME,Bowdoinham,0.535,0.436,1111,906
ME,Bowerbank,0.349,0.651,44,82
ME,Bradford,0.255,0.724,182,516
ME,Bradley,0.404,0.581,383,551
ME,Bremen,0.664,0.319,399,192
ME,Brewer,0.483,0.495,2550,2615
ME,Bridgewater,0.257,0.736,77,220
ME,Bridgton,0.498,0.485,1779,1731
ME,Brighton Plt.,0.395,0.581,17,25
ME,Bristol,0.613,0.373,1326,807
ME,Brooklin,0.687,0.279,443,180
ME,Brooks,0.422,0.534,262,332
ME,Brooksville,0.64,0.322,437,220
ME,Brownfield,0.471,0.512,487,530
ME,Brownville,0.309,0.671,248,539
ME,Brunswick,0.713,0.259,10299,3746
ME,Buckfield,0.349,0.637,433,790
ME,Bucksport,0.473,0.508,1385,1485
ME,Burlington,0.24,0.752,59,185
ME,Burnham,0.308,0.675,205,449
ME,Buxton,0.458,0.521,2412,2744
ME,Byron,0.346,0.635,36,66
ME,Calais,0.402,0.58,599,863
ME,Cambridge,0.236,0.74,60,188
ME,Camden,0.78,0.2,2834,725
ME,Canaan,0.33,0.651,402,794
ME,Canton,0.301,0.685,169,385
ME,Cape Elizabeth,0.776,0.205,5289,1395
ME,Caratunk,0.377,0.623,23,38
ME,Caribou,0.394,0.593,1553,2336
ME,Carmel,0.316,0.673,580,1234
ME,Carrabassett Valley,0.677,0.304,369,166
ME,Carroll Plt.,0.176,0.8,15,68
ME,Carthage,0.275,0.704,92,235
ME,Casco,0.459,0.525,1058,1209
ME,Castine,0.717,0.25,392,137
ME,Castle Hill,0.427,0.569,93,124
ME,Caswell,0.331,0.669,41,83
ME,Chapman,0.316,0.669,85,180
ME,Charleston,0.228,0.752,181,596
ME,Charlotte,0.342,0.658,77,148
ME,Chebeague Island,0.806,0.168,254,53
ME,Chelsea,0.364,0.622,579,990
ME,Cherryfield,0.341,0.638,226,423
ME,Chester,0.183,0.81,57,252
ME,Chesterville,0.362,0.622,303,520
ME,China,0.404,0.571,1059,1498
ME,Clifton,0.375,0.61,202,329
ME,Clinton,0.336,0.65,594,1150
ME,Columbia,0.281,0.698,68,169
ME,Columbia Falls,0.29,0.698,98,236
ME,Cooper,0.333,0.625,32,60
ME,Coplin Plt.,0.612,0.345,71,40
ME,Corinna,0.269,0.719,330,882
ME,Corinth,0.235,0.756,373,1201
ME,Cornish,0.449,0.531,437,517
ME,Cornville,0.339,0.641,283,535
ME,Cranberry Isles,0.677,0.269,88,35
ME,Crawford,0.347,0.64,26,48
ME,Crystal,0.223,0.752,35,118
ME,Cumberland,0.703,0.277,4232,1672
ME,Cushing,0.431,0.548,445,566
ME,Cutler,0.286,0.702,98,240
ME,Cyr Plt.,0.441,0.542,26,32
ME,Dallas Plt.,0.435,0.536,104,128
ME,Damariscotta,0.671,0.313,1004,469
ME,Danforth,0.241,0.749,101,314
ME,Dayton,0.427,0.554,624,810
ME,Deblois,0.071,0.929,3,39
ME,Dedham,0.478,0.503,571,600
ME,Deer Isle,0.575,0.404,765,538
ME,Denmark,0.493,0.489,408,405
ME,Dennistown Plt.,0.259,0.741,7,20
ME,Dennysville,0.353,0.632,115,206
ME,Detroit,0.325,0.663,160,326
ME,Dexter,0.347,0.636,693,1271
ME,Dixfield,0.325,0.661,427,870
ME,Dixmont,0.354,0.63,266,474
ME,Dover-Foxcroft,0.376,0.601,912,1459
ME,Dresden,0.456,0.527,556,643
ME,Drew Plt.,0.187,0.812,3,13
ME,Durham,0.493,0.483,1455,1425
ME,Dyer Brook,0.221,0.765,33,114
ME,Eagle Lake,0.395,0.592,189,283
ME,East Machias,0.324,0.66,275,560
ME,East Millinocket,0.376,0.611,343,557
ME,Eastbrook,0.352,0.64,89,162
ME,Easton,0.311,0.668,221,475
ME,Eastport,0.576,0.394,478,327
ME,Eddington,0.35,0.633,520,940
ME,Edgecomb,0.6,0.383,526,336
ME,Edinburg,0.293,0.697,29,69
ME,Eliot,0.586,0.392,2724,1823
ME,Ellsworth,0.487,0.488,2406,2412
ME,Embden,0.324,0.661,213,434
ME,Enfield,0.283,0.704,254,632
ME,Etna,0.281,0.707,204,513
ME,Eustis,0.375,0.6,193,309
ME,Exeter,0.286,0.705,159,391
ME,Fairfield,0.415,0.567,1424,1949
ME,Falmouth,0.698,0.283,6205,2520
ME,Farmingdale,0.527,0.455,970,838
ME,Farmington,0.553,0.42,2185,1659
ME,Fayette,0.459,0.526,399,457
ME,Fort Fairfield,0.401,0.586,667,975
ME,Fort Kent,0.413,0.575,904,1261
ME,Frankfort,0.335,0.648,235,454
ME,Franklin,0.428,0.552,416,537
ME,Franklin Cty Townships,0.222,0.778,2,7
ME,Freedom,0.429,0.519,207,250
ME,Freeport,0.699,0.278,4330,1718
ME,Frenchboro,0.367,0.633,11,19
ME,Frenchville,0.353,0.634,214,384
ME,Friendship,0.361,0.623,303,523
ME,Frye Island,0.571,0.429,28,21
ME,Fryeburg,0.548,0.432,1120,882
ME,Gardiner,0.524,0.383,1739,1273
ME,Garfield Plt.,0.232,0.732,13,41
ME,Garland,0.275,0.708,175,451
ME,Georgetown,0.642,0.33,553,284
ME,Gilead,0.443,0.489,58,64
ME,Glenburn,0.39,0.591,1119,1697
ME,Glenwood Plt.,0.5,0.5,2,2
ME,Gorham,0.59,0.389,6723,4427
ME,Gouldsboro,0.44,0.546,506,628
ME,Grand Isle,0.399,0.588,91,134
ME,Grand Lake Stream Plt,0.294,0.688,32,75
ME,Gray,0.492,0.485,2743,2704
ME,Great Pond,0.372,0.605,16,26
ME,Greenbush,0.277,0.711,204,524
ME,Greene,0.34,0.642,909,1715
ME,Greenville,0.407,0.582,484,692
ME,Greenwood,0.501,0.482,302,291
ME,Guilford,0.343,0.635,271,502
ME,Hallowell,0.731,0.247,1326,448
ME,Hamlin,0.38,0.62,41,67
ME,Hammond,0.218,0.745,12,41
ME,Hampden,0.496,0.483,2522,2457
ME,Hancock,0.453,0.528,681,795
ME,Hancock Cty Townships,0.5,0.5,5,5
ME,Hanover,0.566,0.418,111,82
ME,Harmony,0.303,0.685,155,350
ME,Harpswell,0.609,0.378,2351,1458
ME,Harrington,0.283,0.701,155,384
ME,Harrison,0.463,0.519,778,873
ME,Hartford,0.376,0.607,277,447
ME,Hartland,0.301,0.682,293,663
ME,Haynesville,0.169,0.831,11,54
ME,Hebron,0.381,0.592,304,472
ME,Hermon,0.37,0.615,1522,2530
ME,Hersey,0.268,0.707,11,29
ME,Highland Plt.,0.526,0.474,20,18
ME,Hiram,0.4,0.59,396,585
ME,Hodgdon,0.2,0.789,171,673
ME,Holden,0.433,0.549,918,1166
ME,Hollis,0.432,0.548,1340,1699
ME,Hope,0.572,0.401,651,456
ME,Houlton,0.365,0.621,983,1672
ME,Howland,0.354,0.629,241,428
ME,Hudson,0.293,0.696,255,605
ME,Indian Township Vtng Dst,0.669,0.324,182,88
ME,Industry,0.435,0.553,225,286
ME,Island Falls,0.295,0.695,130,306
ME,Isle Au Haut,0.703,0.266,45,17
ME,Islesboro,0.725,0.251,332,115
ME,Jackman,0.237,0.748,127,401
ME,Jackson,0.411,0.552,145,195
ME,Jay,0.431,0.549,1152,1469
ME,Jefferson,0.426,0.551,751,972
ME,Jonesboro,0.322,0.667,114,236
ME,Jonesport,0.314,0.681,242,525
ME,Kenduskeag,0.281,0.7,225,561
ME,Kennebunk,0.656,0.327,5504,2746
ME,Kennebunkport,0.638,0.348,1765,963
ME,Kingfield,0.451,0.526,390,455
ME,Kittery,0.697,0.28,4534,1822
ME,Knox,0.27,0.691,131,336
ME,LaGrange,0.272,0.708,97,252
ME,Lake View Plt.,0.362,0.623,50,86
ME,Lakeville,0.457,0.531,37,43
ME,Lamoine,0.511,0.464,624,566
ME,Lebanon,0.324,0.661,1157,2360
ME,Lee,0.252,0.735,137,400
ME,Leeds,0.352,0.63,505,904
ME,Levant,0.283,0.7,495,1226
ME,Lewiston,0.529,0.447,8791,7433
ME,Liberty,0.448,0.517,283,327
ME,Limerick,0.417,0.558,849,1138
ME,Limestone,0.38,0.604,285,453
ME,Limington,0.369,0.611,901,1490
ME,Lincoln,0.3,0.687,840,1926
ME,Lincoln Plt.,0.456,0.526,26,30
ME,Lincolnville,0.636,0.335,1120,590
ME,Linneus,0.149,0.843,80,452
ME,Lisbon,0.435,0.543,2232,2786
ME,Litchfield,0.377,0.606,865,1390
ME,Littleton,0.233,0.751,123,396
ME,Livermore,0.396,0.586,565,835
ME,Livermore Falls,0.37,0.603,526,856
ME,Long Island,0.69,0.29,138,58
ME,Lovell,0.521,0.461,438,387
ME,Lowell,0.255,0.734,68,196
ME,Lubec,0.529,0.451,480,409
ME,Ludlow,0.241,0.731,61,185
ME,Lyman,0.438,0.546,1348,1678
ME,Machias,0.428,0.542,406,514
ME,Machiasport,0.375,0.613,215,351
ME,Macwahoc Plt.,0.256,0.744,10,29
ME,Madawaska,0.48,0.507,1018,1076
ME,Madison,0.366,0.616,893,1503
ME,Manchester,0.464,0.518,787,878
ME,Mapleton,0.312,0.67,369,792
ME,Mariaville,0.398,0.593,135,201
ME,Mars Hill,0.286,0.704,211,520
ME,Marshfield,0.323,0.659,110,224
ME,Masardis,0.298,0.677,37,84
ME,Matinicus Isle Plt.,0.702,0.277,33,13
ME,Mattawamkeag,0.301,0.675,128,287
ME,Maxfield,0.23,0.757,17,56
ME,Mechanic Falls,0.389,0.59,698,1058
ME,Meddybemps,0.333,0.657,35,69
ME,Medford,0.297,0.681,54,124
ME,Medway,0.256,0.728,190,541
ME,Mercer,0.392,0.594,194,294
ME,Merrill,0.321,0.664,43,89
ME,Mexico,0.413,0.575,523,729
ME,Milbridge,0.399,0.585,311,456
ME,Milford,0.449,0.531,845,998
ME,Millinocket,0.426,0.562,1125,1484
ME,Milo,0.338,0.646,429,821
ME,Minot,0.379,0.606,701,1120
ME,Monhegan Plt.,0.797,0.109,51,7
ME,Monmouth,0.411,0.567,1070,1476
ME,Monroe,0.511,0.435,313,267
ME,Monson,0.326,0.652,169,338
ME,Monticello,0.19,0.802,80,337
ME,Montville,0.497,0.453,341,311
ME,Moose River,0.22,0.78,27,96
ME,Moro Plt.,0.13,0.87,3,20
ME,Morrill,0.407,0.577,255,361
ME,Moscow,0.238,0.752,69,218
ME,Mount Chase,0.325,0.643,50,99
ME,Mount Desert,0.73,0.241,1019,336
ME,Mount Vernon,0.481,0.498,566,586
ME,Naples,0.404,0.58,1031,1479
ME,Nashville Plt.,0.318,0.682,7,15
ME,New Canada,0.306,0.676,53,117
ME,New Gloucester,0.464,0.515,1741,1932
ME,New Limerick,0.299,0.695,106,246
ME,New Portland,0.386,0.598,197,305
ME,New Sharon,0.404,0.586,398,577
ME,New Sweden,0.386,0.587,131,199
ME,New Vineyard,0.356,0.633,166,295
ME,Newburgh,0.37,0.608,390,640
ME,Newcastle,0.688,0.288,942,394
ME,Newfield,0.354,0.622,369,648
ME,Newport,0.326,0.662,605,1227
ME,Newry,0.541,0.426,146,115
ME,Nobleboro,0.532,0.454,718,612
ME,Norridgewock,0.366,0.619,703,1187
ME,North Berwick,0.448,0.532,1453,1726
ME,North Haven,0.692,0.268,207,80
ME,North Yarmouth,0.639,0.34,1946,1034
ME,Northfield,0.328,0.657,44,88
ME,Northport,0.614,0.367,689,411
ME,Norway,0.494,0.492,1499,1495
ME,Oakfield,0.269,0.716,114,303
ME,Oakland,0.449,0.531,1669,1972
ME,Ogunquit,0.706,0.282,775,310
ME,Old Orchard Beach,0.586,0.395,3660,2465
ME,Old Town,0.55,0.424,2267,1745
ME,Orient,0.229,0.771,19,64
ME,Orland,0.484,0.495,747,765
ME,Orono,0.681,0.282,3676,1523
ME,Orrington,0.424,0.562,1122,1489
ME,Osborn,0.234,0.745,11,35
ME,Otis,0.319,0.677,160,340
ME,Otisfield,0.443,0.534,547,660
ME,Owl's Head,0.538,0.452,592,497
ME,Oxbow Plt.,0.295,0.659,13,29
ME,Oxford,0.329,0.658,803,1609
ME,Oxford Cty Townships,0.459,0.506,156,172
ME,Palermo,0.389,0.585,408,614
ME,Palmyra,0.272,0.718,320,844
ME,Paris,0.41,0.573,1206,1683
ME,Parkman,0.284,0.632,138,307
ME,Parsonsfield,0.411,0.566,480,660
ME,Passadumkeag,0.227,0.756,54,180
ME,Patten,0.273,0.715,138,362
ME,Pembroke,0.406,0.576,204,289
ME,Penobscot,0.58,0.387,487,325
ME,Penobscot Cty Townships,0.196,0.783,55,220
ME,Penobscot Nation Vot Dst,0.768,0.197,241,62
ME,Perham,0.249,0.7,59,166
ME,Perry,0.404,0.588,205,298
ME,Peru,0.322,0.661,284,584
ME,Phillips,0.351,0.621,238,421
ME,Phippsburg,0.517,0.464,849,762
ME,Pittsfield,0.373,0.609,763,1247
ME,Pittston,0.372,0.61,681,1117
ME,Pleasant Point Votng Dst,0.736,0.256,181,63
ME,Pleasant Ridge Plt.,0.294,0.667,15,34
ME,Plymouth,0.277,0.709,216,552
ME,Poland,0.425,0.554,1512,1971
ME,Portage Lake,0.346,0.58,93,156
ME,Porter,0.345,0.633,325,597
ME,Portland,0.805,0.156,31668,6130
ME,Pownal,0.586,0.398,737,500
ME,Presque Isle,0.446,0.539,1850,2238
ME,Princeton,0.251,0.743,122,361
ME,Prospect,0.402,0.589,180,264
ME,Randolph,0.449,0.53,456,539
ME,Rangeley,0.392,0.589,341,513
ME,Rangeley Plt.,0.374,0.619,58,96
ME,Raymond,0.505,0.478,1636,1549
ME,Readfield,0.495,0.481,900,875
ME,Reed Plt.,0.198,0.791,17,68
ME,Richmond,0.448,0.53,966,1143
ME,Ripley,0.323,0.661,102,209
ME,Robbinston,0.324,0.657,118,239
ME,Rockland,0.647,0.325,2529,1272
ME,Rockport,0.682,0.296,1713,742
ME,Rome,0.471,0.511,341,370
ME,Roque Bluffs,0.514,0.471,108,99
ME,Roxbury,0.341,0.644,89,168
ME,Rumford,0.421,0.567,1152,1551
ME,Sabattus,0.35,0.632,1059,1913
ME,Saco,0.621,0.359,7944,4585
ME,Sandy River Plt.,0.552,0.44,64,51
ME,Sanford,0.485,0.496,5367,5497
ME,Sangerville,0.32,0.663,244,505
ME,Scarborough,0.649,0.334,9961,5117
ME,Searsmont,0.463,0.504,448,488
ME,Searsport,0.528,0.458,899,781
ME,Sebago,0.395,0.588,516,767
ME,Sebec,0.263,0.725,111,306
ME,Seboeis Plt.,0.5,0.5,13,13
ME,Sedgwick,0.619,0.359,538,312
ME,Shapleigh,0.389,0.596,728,1116
ME,Sherman,0.207,0.781,100,377
ME,Shirley,0.291,0.679,48,112
ME,Sidney,0.385,0.598,1215,1887
ME,Skowhegan,0.425,0.56,1819,2399
ME,Smithfield,0.436,0.537,276,340
ME,Smyrna,0.279,0.721,48,124
ME,Solon,0.356,0.617,222,385
ME,Somerset Cty Townships,0.335,0.647,112,216
ME,Somerville,0.342,0.619,124,224
ME,Sorrento,0.442,0.543,88,108
ME,South Berwick,0.588,0.391,2758,1833
ME,South Bristol,0.617,0.346,447,251
ME,South Portland,0.744,0.229,11777,3626
ME,South Thomaston,0.582,0.403,616,426
ME,Southport,0.647,0.344,299,159
ME,Southwest Harbor,0.651,0.331,737,375
ME,Springfield,0.177,0.806,33,150
ME,St. Agatha,0.411,0.577,255,358
ME,St. Albans,0.268,0.719,325,873
ME,St. Francis,0.396,0.604,90,137
ME,St. George,0.592,0.394,1076,715
ME,St. John Plt.,0.324,0.642,48,95
ME,Stacyville,0.192,0.798,37,154
ME,Standish,0.457,0.527,2872,3310
ME,Starks,0.368,0.59,151,242
ME,Stetson,0.29,0.694,233,558
ME,Steuben,0.365,0.617,271,458
ME,Stockholm,0.399,0.582,61,89
ME,Stockton Springs,0.504,0.483,585,561
ME,Unity,0.438,0.531,420,509
ME,Upton,0.268,0.732,15,41
ME,Van Buren,0.483,0.505,429,448
ME,Vanceboro,0.368,0.632,32,55
ME,Vassalboro,0.418,0.564,1110,1496
ME,Veazie,0.57,0.41,672,483
ME,Verona,0.434,0.547,157,198
ME,Vienna,0.452,0.52,193,222
ME,Vinalhaven,0.576,0.41,468,333
ME,Wade,0.331,0.633,56,107
ME,Waite,0.306,0.673,15,33
ME,Waldo,0.467,0.506,239,259
ME,Waldoboro,0.452,0.529,1366,1598
ME,Wales,0.282,0.704,276,689
ME,Wallagrass,0.446,0.541,140,170
ME,Waltham,0.251,0.737,64,188
ME,Warren,0.407,0.57,980,1372
ME,Washburn,0.313,0.676,246,532
ME,Washington,0.417,0.554,434,577
ME,Washington Cty Townships,0.291,0.691,16,38
ME,Waterboro,0.414,0.571,1947,2680
ME,Waterford,0.438,0.545,460,572
ME,Waterville,0.618,0.357,4566,2636
ME,Wayne,0.584,0.398,506,345
ME,Webster Plt.,0.186,0.791,8,34
ME,Weld,0.495,0.414,159,133
ME,Wellington,0.375,0.618,54,89
ME,Wells,0.555,0.427,4675,3598
ME,Wesley,0.258,0.742,25,72
ME,West Bath,0.545,0.436,777,622
ME,West Forks Plt.,0.34,0.6,17,30
ME,West Gardiner,0.415,0.565,1025,1395
ME,West Paris,0.373,0.611,385,631
ME,Westbrook,0.65,0.326,6941,3481
ME,Westfield,0.281,0.704,77,193
ME,Westmanland,0.45,0.517,27,31
ME,Weston,0.218,0.777,46,164
ME,Westport,0.559,0.421,313,236
ME,Whitefield,0.458,0.513,677,758
ME,Whiting,0.381,0.598,145,228
ME,Whitneyville,0.385,0.564,45,66
ME,Willimantic,0.226,0.774,21,72
ME,Wilton,0.443,0.538,969,1176
ME,Windham,0.511,0.471,5847,5399
ME,Windsor,0.317,0.657,495,1026
ME,Winn,0.246,0.749,52,158
ME,Winslow,0.461,0.521,2157,2437
ME,Winter Harbor,0.448,0.543,146,177
ME,Winterport,0.433,0.552,1025,1306
ME,Winterville Plt.,0.425,0.561,62,82
ME,Winthrop,0.512,0.464,1995,1811
ME,Wiscasset,0.501,0.473,1181,1113
ME,Woodland,0.331,0.658,230,457
ME,Woodstock,0.403,0.579,382,548
ME,Woodville,0.138,0.841,20,122
ME,Woolwich,0.486,0.488,1087,1090
ME,Yarmouth,0.764,0.218,4747,1353
ME,York,0.634,0.349,6055,3337
MD,Allegany,0.287,0.689,9231,22141
MD,Anne Arundel,0.552,0.413,171945,128892
MD,Baltimore City,0.846,0.121,195109,27984
MD,Baltimore County,0.605,0.362,249958,149560
MD,Calvert,0.433,0.542,23438,29361
MD,Caroline,0.298,0.677,4860,11053
MD,Carroll,0.359,0.607,36867,62273
MD,Cecil,0.334,0.641,17628,33871
MD,Charles,0.689,0.284,63454,26145
MD,Dorchester,0.415,0.56,6954,9390
MD,Frederick,0.528,0.44,82409,68753
MD,Garrett,0.218,0.757,3456,11983
MD,Harford,0.416,0.553,62453,83050
MD,Howard,0.684,0.271,124764,49425
MD,Kent,0.472,0.5,5251,5561
MD,Montgomery,0.745,0.217,386581,112637
MD,Prince George's,0.859,0.111,347038,45008
MD,Queen Anne's,0.349,0.624,11273,20200
MD,Somerset,0.4,0.573,4054,5805
MD,St. Mary's,0.399,0.57,23531,33582
MD,Talbot,0.487,0.487,11119,11125
MD,Washington,0.372,0.601,27260,44054
MD,Wicomico,0.459,0.513,21513,24065
MD,Worcester,0.378,0.597,12431,19632
MA,Abington,0.493,0.485,4714,4639
MA,Acton,0.772,0.192,10177,2536
MA,Acushnet,0.371,0.611,2311,3808
MA,Adams,0.597,0.381,2603,1659
MA,Agawam,0.442,0.534,6942,8374
MA,Alford,0.795,0.183,252,58
MA,Amesbury,0.639,0.341,6567,3500
MA,Amherst,0.874,0.083,9316,889
MA,Andover,0.642,0.328,13115,6690
MA,Aquinnah,0.866,0.105,304,37
MA,Arlington,0.816,0.154,22399,4219
MA,Ashburnham,0.508,0.464,1965,1795
MA,Ashby,0.472,0.509,936,1009
MA,Ashfield,0.763,0.195,919,235
MA,Ashland,0.677,0.3,6589,2921
MA,Athol,0.457,0.519,2602,2952
MA,Attleboro,0.544,0.43,12675,10007
MA,Auburn,0.522,0.452,5206,4512
MA,Avon,0.539,0.441,1375,1125
MA,Ayer,0.622,0.355,2870,1638
MA,Barnstable,0.549,0.429,15227,11919
MA,Barre,0.456,0.526,1408,1625
MA,Becket,0.602,0.363,743,448
MA,Bedford,0.704,0.263,5874,2192
MA,Belchertown,0.588,0.39,5603,3720
MA,Bellingham,0.489,0.487,4894,4869
MA,Belmont,0.762,0.199,10996,2867
MA,Berkley,0.381,0.603,1612,2549
MA,Berlin,0.575,0.391,1385,941
MA,Bernardston,0.625,0.349,878,491
MA,Beverly,0.659,0.315,15536,7413
MA,Billerica,0.495,0.48,11743,11383
MA,Blackstone,0.439,0.544,2245,2783
MA,Blandford,0.378,0.604,308,492
MA,Bolton,0.669,0.299,2459,1098
MA,Boston,0.767,0.197,201628,51808
MA,Bourne,0.516,0.462,6265,5609
MA,Boxborough,0.725,0.243,2295,768
MA,Boxford,0.556,0.418,3012,2266
MA,Boylston,0.562,0.407,1886,1367
MA,Braintree,0.519,0.454,10546,9210
MA,Brewster,0.658,0.322,4776,2337
MA,Bridgewater,0.488,0.491,7070,7118
MA,Brimfield,0.431,0.539,1017,1271
MA,Brockton,0.705,0.274,24727,9599
MA,Brookfield,0.445,0.53,930,1109
MA,Brookline,0.839,0.124,23710,3497
MA,Buckland,0.713,0.261,808,296
MA,Burlington,0.577,0.391,8218,5569
MA,Cambridge,0.872,0.083,43690,4159
MA,Canton,0.599,0.375,8381,5259
MA,Carlisle,0.779,0.195,2648,663
MA,Carver,0.425,0.554,3022,3945
