STATE_ABBREV,COUNTY_NAME,Dem_Percent,Rep_Percent,Dem_VoteCnt,Rep_VoteCnt
NC,Watauga,0.52,0.461,17225,15254
NC,Wayne,0.413,0.577,22618,31580
NC,Wilkes,0.198,0.793,7194,28812
NC,Wilson,0.497,0.493,19909,19750
NC,Yadkin,0.183,0.806,3739,16439
NC,Yancey,0.322,0.666,3635,7509
ND,Adams,0.179,0.801,215,962
ND,Barnes,0.311,0.661,1661,3531
ND,Benson,0.397,0.581,795,1163
ND,Billings,0.144,0.839,93,543
ND,Bottineau,0.213,0.762,735,2628
ND,Bowman,0.128,0.855,207,1384
ND,Burke,0.123,0.861,130,909
ND,Burleigh,0.272,0.7,14215,36595
ND,Cass,0.444,0.527,40304,47873
ND,Cavalier,0.247,0.735,491,1461
ND,Dickey,0.227,0.746,557,1829
ND,Divide,0.211,0.761,253,914
ND,Dunn,0.148,0.837,332,1877
ND,Eddy,0.262,0.715,316,862
ND,Emmons,0.106,0.879,205,1697
ND,Foster,0.197,0.779,335,1326
ND,Golden Valley,0.123,0.855,122,847
ND,Grand Forks,0.397,0.577,12469,18123
ND,Grant,0.157,0.824,205,1076
ND,Griggs,0.234,0.747,301,963
ND,Hettinger,0.147,0.834,192,1089
ND,Kidder,0.17,0.813,238,1137
ND,LaMoure,0.213,0.76,453,1614
ND,Logan,0.113,0.869,117,898
ND,McHenry,0.174,0.808,479,2223
ND,McIntosh,0.165,0.814,229,1132
ND,McKenzie,0.147,0.838,809,4627
ND,McLean,0.202,0.78,1093,4231
ND,Mercer,0.148,0.834,672,3798
ND,Morton,0.22,0.754,3748,12839
ND,Mountrail,0.276,0.706,1125,2877
ND,Nelson,0.329,0.648,580,1141
ND,Oliver,0.144,0.836,156,909
ND,Pembina,0.226,0.755,704,2350
ND,Pierce,0.223,0.758,439,1493
ND,Ramsey,0.289,0.689,1513,3609
ND,Ransom,0.347,0.627,920,1661
ND,Renville,0.148,0.822,179,993
ND,Richland,0.299,0.675,2473,5576
ND,Rolette,0.63,0.35,2567,1427
ND,Sargent,0.324,0.649,663,1325
ND,Sheridan,0.133,0.851,101,644
ND,Sioux,0.686,0.299,654,285
ND,Slope,0.085,0.902,33,351
ND,Stark,0.164,0.816,2473,12323
ND,Steele,0.361,0.613,367,622
ND,Stutsman,0.266,0.709,2692,7185
ND,Towner,0.259,0.715,289,796
ND,Traill,0.33,0.644,1359,2650
ND,Walsh,0.261,0.709,1173,3186
ND,Ward,0.253,0.723,7215,20635
ND,Wells,0.18,0.805,405,1815
ND,Williams,0.151,0.827,2276,12501
OH,Adams,0.169,0.826,2098,10269
OH,Allen,0.275,0.716,12754,33201
OH,Ashland,0.245,0.745,6544,19863
OH,Ashtabula,0.354,0.638,15345,27656
OH,Athens,0.548,0.441,14134,11369
OH,Auglaize,0.173,0.819,4442,20988
OH,Belmont,0.26,0.733,8080,22758
OH,Brown,0.19,0.804,4069,17257
OH,Butler,0.364,0.627,66713,114831
OH,Carroll,0.222,0.77,3071,10634
OH,Champaign,0.241,0.749,4944,15334
OH,Clark,0.348,0.643,21847,40403
OH,Clermont,0.317,0.674,36130,76964
OH,Clinton,0.223,0.769,4633,15984
OH,Columbiana,0.251,0.741,12064,35607
OH,Coshocton,0.235,0.757,3835,12362
OH,Crawford,0.231,0.761,4683,15402
OH,Cuyahoga,0.653,0.338,376384,195164
OH,Darke,0.17,0.823,4583,22234
OH,Defiance,0.296,0.694,5667,13302
OH,Delaware,0.462,0.528,61657,70448
OH,Erie,0.424,0.566,16871,22493
OH,Fairfield,0.375,0.616,31695,51999
OH,Fayette,0.221,0.772,2773,9706
OH,Franklin,0.636,0.352,380518,210830
OH,Fulton,0.284,0.708,6374,15893
OH,Gallia,0.199,0.793,2592,10314
OH,Geauga,0.375,0.616,20604,33844
OH,Greene,0.395,0.593,35575,53399
OH,Guernsey,0.236,0.756,4154,13314
OH,Hamilton,0.569,0.42,233360,172365
OH,Hancock,0.302,0.687,11467,26052
OH,Hardin,0.222,0.769,2863,9911
OH,Harrison,0.219,0.771,1559,5484
OH,Henry,0.262,0.729,3905,10873
OH,Highland,0.18,0.814,3609,16269
OH,Hocking,0.275,0.717,3704,9679
OH,Holmes,0.15,0.842,1854,10384
OH,Huron,0.275,0.716,7496,19484
OH,Jackson,0.207,0.787,2953,11249
OH,Jefferson,0.275,0.714,8592,22317
OH,Knox,0.271,0.72,8698,23112
OH,Lake,0.424,0.567,54484,72924
OH,Lawrence,0.244,0.749,6514,20013
OH,Licking,0.345,0.645,32832,61359
OH,Logan,0.215,0.777,5027,18182
OH,Lorain,0.467,0.524,74207,83297
OH,Lucas,0.558,0.432,106320,82398
OH,Madison,0.276,0.713,5713,14737
OH,Mahoning,0.449,0.543,50636,61249
OH,Marion,0.289,0.702,7902,19219
OH,Medina,0.372,0.619,39771,66308
OH,Meigs,0.212,0.781,2202,8127
OH,Mercer,0.163,0.83,3865,19710
OH,Miami,0.27,0.721,15969,42677
OH,Monroe,0.197,0.794,1336,5396
OH,Montgomery,0.497,0.493,126767,125566
OH,Morgan,0.23,0.762,1560,5168
OH,Morrow,0.217,0.775,4100,14609
OH,Muskingum,0.276,0.716,10874,28147
OH,Noble,0.173,0.82,1069,5050
OH,Ottawa,0.37,0.621,8866,14872
OH,Paulding,0.214,0.776,1987,7203
OH,Perry,0.224,0.769,3800,13062
OH,Pickaway,0.253,0.738,7397,21607
OH,Pike,0.229,0.765,2793,9352
OH,Portage,0.418,0.573,34759,47681
OH,Preble,0.2,0.792,4343,17146
OH,Putnam,0.152,0.839,2996,16576
OH,Richland,0.284,0.708,16591,41298
OH,Ross,0.299,0.692,9846,22801
OH,Sandusky,0.341,0.65,10139,19311
OH,Scioto,0.257,0.737,8021,22978
OH,Seneca,0.307,0.682,7765,17241
OH,Shelby,0.172,0.82,4350,20740
OH,Stark,0.386,0.605,71090,111478
OH,Summit,0.53,0.46,145005,125910
OH,Trumbull,0.412,0.58,39758,55983
OH,Tuscarawas,0.28,0.712,12032,30652
OH,Union,0.347,0.643,12934,23982
OH,Van Wert,0.204,0.789,3000,11616
OH,Vinton,0.204,0.79,1169,4531
OH,Warren,0.337,0.653,47128,91132
OH,Washington,0.277,0.715,8600,22161
OH,Wayne,0.299,0.692,15898,36764
OH,Williams,0.254,0.737,4644,13461
OH,Wood,0.444,0.546,30016,36877
OH,Wyandot,0.24,0.752,2731,8564
OK,Adair,0.178,0.808,1289,5860
OK,Alfalfa,0.109,0.875,236,1891
OK,Atoka,0.138,0.853,779,4832
OK,Beaver,0.074,0.912,158,1938
OK,Beckham,0.142,0.843,1093,6474
OK,Blaine,0.177,0.807,671,3054
OK,Bryan,0.2,0.786,3569,13999
OK,Caddo,0.254,0.725,2414,6886
OK,Canadian,0.288,0.692,21038,50551
OK,Carter,0.219,0.767,4277,14945
OK,Cherokee,0.327,0.653,5826,11637
OK,Choctaw,0.167,0.822,944,4633
OK,Cimarron,0.071,0.92,66,860
OK,Cleveland,0.414,0.564,49432,67225
OK,Coal,0.136,0.849,345,2155
OK,Comanche,0.374,0.607,12823,20823
OK,Cotton,0.156,0.825,392,2067
OK,Craig,0.2,0.783,1212,4740
OK,Creek,0.212,0.77,6643,24098
OK,Custer,0.224,0.756,2279,7693
OK,Delaware,0.192,0.796,3475,14407
OK,Dewey,0.094,0.896,209,1984
OK,Ellis,0.109,0.875,197,1585
OK,Garfield,0.222,0.759,4849,16593
OK,Garvin,0.164,0.825,1802,9063
OK,Grady,0.179,0.806,4536,20378
OK,Grant,0.139,0.844,295,1794
OK,Greer,0.165,0.823,304,1511
OK,Harmon,0.187,0.804,165,709
OK,Harper,0.101,0.885,147,1284
OK,Haskell,0.145,0.842,718,4156
OK,Hughes,0.178,0.804,831,3744
OK,Jackson,0.199,0.782,1602,6295
OK,Jefferson,0.134,0.851,319,2020
OK,Johnston,0.162,0.818,684,3462
OK,Kay,0.245,0.738,4136,12483
OK,Kingfisher,0.137,0.85,923,5745
OK,Kiowa,0.201,0.784,658,2569
OK,Latimer,0.167,0.823,681,3356
OK,LeFlore,0.17,0.817,3184,15333
OK,Lincoln,0.175,0.808,2712,12495
OK,Logan,0.244,0.735,5901,17748
OK,Love,0.162,0.824,689,3510
OK,Major,0.094,0.888,327,3087
OK,Marshall,0.177,0.812,1169,5348
OK,Mayes,0.203,0.778,3529,13514
OK,McClain,0.188,0.795,4031,17005
OK,McCurtain,0.15,0.839,1696,9485
OK,McIntosh,0.23,0.757,1937,6387
OK,Murray,0.183,0.797,1080,4689
OK,Muskogee,0.304,0.679,7400,16550
OK,Noble,0.204,0.777,1009,3853
OK,Nowata,0.158,0.827,720,3774
OK,Okfuskee,0.214,0.772,854,3080
OK,Oklahoma County,0.48,0.497,138769,143618
OK,Okmulgee,0.277,0.704,3979,10100
OK,Osage,0.284,0.698,5867,14404
OK,Ottawa,0.225,0.76,2511,8490
OK,Pawnee,0.197,0.786,1355,5405
OK,Payne,0.361,0.613,10560,17962
OK,Pittsburg,0.198,0.788,3473,13841
OK,Pontotoc,0.257,0.723,3895,10967
OK,Pottawatomie,0.253,0.727,7266,20915
OK,Pushmataha,0.131,0.856,616,4025
OK,Roger Mills,0.092,0.893,160,1548
OK,Rogers,0.216,0.766,10146,35942
OK,Seminole,0.242,0.74,1951,5951
OK,Sequoyah,0.187,0.802,2907,12491
OK,Stephens,0.174,0.811,3236,15092
OK,Texas,0.152,0.83,793,4319
OK,Tillman,0.197,0.792,500,2006
OK,Tulsa,0.413,0.565,106105,145241
OK,Wagoner,0.242,0.74,9330,28487
OK,Washington,0.25,0.727,5793,16836
OK,Washita,0.118,0.866,551,4030
OK,Woods,0.169,0.812,614,2955
OK,Woodward,0.132,0.852,967,6231
OR,Baker,0.242,0.728,2343,7060
OR,Benton,0.675,0.282,33909,14187
OR,Clackamas,0.53,0.432,130580,106387
OR,Clatsop,0.538,0.426,12533,9913
OR,Columbia,0.411,0.55,12895,17227
OR,Coos,0.384,0.583,13731,20849
OR,Crook,0.235,0.737,3836,12012
OR,Curry,0.404,0.563,5737,8000
OR,Deschutes,0.535,0.431,68108,54850
OR,Douglas,0.297,0.672,18386,41561
OR,Gilliam,0.257,0.71,291,805
OR,Grant,0.183,0.783,816,3490
OR,Harney,0.187,0.777,797,3307
OR,Hood River,0.658,0.303,8364,3854
OR,Jackson,0.452,0.516,54065,61743
OR,Jefferson,0.335,0.634,3941,7454
OR,Josephine,0.341,0.627,16928,31129
OR,Klamath,0.277,0.695,9856,24675
OR,Lake,0.162,0.812,681,3421
OR,Lane,0.595,0.366,125775,77376
OR,Lincoln,0.574,0.391,17112,11645
OR,Linn,0.36,0.603,25749,43078
OR,Malheur,0.263,0.704,2884,7710
OR,Marion,0.472,0.492,73970,77089
OR,Morrow,0.24,0.72,1138,3408
OR,Multnomah,0.787,0.171,325927,70759
OR,Polk,0.463,0.499,22034,23768
OR,Sherman,0.2,0.765,233,890
OR,Tillamook,0.477,0.49,7747,7971
OR,Umatilla,0.296,0.672,9251,20973
OR,Union,0.282,0.682,4107,9942
OR,Wallowa,0.308,0.659,1573,3366
OR,Wasco,0.453,0.511,6069,6837
OR,Washington,0.648,0.311,193013,92590
OR,Wheeler,0.242,0.712,210,618
OR,Yamhill,0.45,0.511,26011,29536
PA,Adams,0.327,0.664,19842,40248
PA,Allegheny,0.597,0.394,429916,283595
PA,Armstrong,0.23,0.762,8553,28296
PA,Beaver,0.392,0.599,37196,56837
PA,Bedford,0.154,0.84,4336,23658
PA,Berks,0.434,0.556,91125,116677
PA,Blair,0.279,0.714,18127,46352
PA,Bradford,0.256,0.735,7990,22937
PA,Bucks,0.495,0.495,198431,198722
PA,Butler,0.335,0.657,40661,79773
PA,Cambria,0.298,0.694,21177,49408
PA,Cameron,0.242,0.745,538,1654
PA,Carbon,0.322,0.67,11394,23708
PA,Centre,0.509,0.48,41119,38829
PA,Chester,0.567,0.423,184281,137299
PA,Clarion,0.231,0.762,4562,15036
PA,Clearfield,0.239,0.754,9647,30481
PA,Clinton,0.291,0.7,5395,12965
PA,Columbia,0.34,0.65,11083,21190
PA,Crawford,0.3,0.692,12858,29685
PA,Cumberland,0.446,0.541,66255,80267
PA,Dauphin,0.524,0.465,78327,69474
PA,Delaware,0.613,0.376,201324,123421
PA,Elk,0.261,0.731,4483,12543
PA,Erie,0.49,0.5,67456,68866
PA,Fayette,0.308,0.687,19548,43633
PA,Forest,0.273,0.718,724,1902
PA,Franklin,0.281,0.711,23543,59604
PA,Fulton,0.135,0.861,1102,7039
PA,Greene,0.266,0.715,4592,12319
PA,Huntingdon,0.232,0.761,5368,17627
PA,Indiana,0.301,0.692,12697,29215
PA,Jefferson,0.204,0.788,4707,18235
PA,Juniata,0.189,0.803,2290,9721
PA,Lackawanna,0.51,0.483,59510,56261
PA,Lancaster,0.415,0.575,120119,166261
PA,Lawrence,0.328,0.665,15440,31347
PA,Lebanon,0.336,0.655,24734,48282
PA,Lehigh,0.507,0.481,96317,91207
PA,Luzerne,0.4,0.592,62504,92444
PA,Lycoming,0.288,0.703,17216,41961
PA,McKean,0.26,0.732,5115,14401
PA,Mercer,0.345,0.646,20145,37761
PA,Mifflin,0.214,0.779,4735,17184
PA,Monroe,0.491,0.499,42007,42676
PA,Montgomery,0.609,0.38,317103,198311
PA,Montour,0.39,0.6,3862,5944
PA,Northampton,0.486,0.504,86655,89817
PA,Northumberland,0.295,0.695,12863,30240
PA,Perry,0.248,0.741,6385,19073
PA,Philadelphia,0.788,0.2,568571,144311
PA,Pike,0.376,0.616,13132,21537
PA,Potter,0.184,0.807,1675,7334
PA,Schuylkill,0.285,0.706,20882,51665
PA,Snyder,0.261,0.732,5239,14664
PA,Somerset,0.21,0.783,8596,31993
PA,Sullivan,0.262,0.731,976,2721
PA,Susquehanna,0.272,0.719,6093,16114
PA,Tioga,0.236,0.754,5100,16272
PA,Union,0.378,0.612,8015,12969
PA,Venango,0.285,0.706,7624,18883
PA,Warren,0.3,0.692,6212,14345
PA,Washington,0.369,0.624,44910,75929
PA,Wayne,0.311,0.682,9150,20071
PA,Westmoreland,0.354,0.638,74904,135008
PA,Wyoming,0.311,0.679,4680,10222
PA,York,0.369,0.621,91926,154884
RI,Barrington,0.697,0.27,7389,2865
RI,Bristol,0.567,0.406,6590,4721
RI,Burrillville,0.362,0.616,3158,5378
RI,Central Falls,0.634,0.343,2335,1265
RI,Charlestown,0.535,0.439,2867,2350
RI,Coventry,0.424,0.552,8624,11222
RI,Cranston,0.519,0.457,21168,18638
RI,Cumberland,0.52,0.452,10101,8771
RI,East Greenwich,0.595,0.375,5089,3203
RI,East Providence,0.598,0.377,13750,8663
RI,Exeter,0.459,0.509,1870,2075
RI,Foster,0.378,0.597,1113,1760
RI,Glocester,0.387,0.593,2470,3781
RI,Hopkinton,0.453,0.523,2262,2610
RI,Jamestown,0.673,0.297,2657,1171
RI,Johnston,0.395,0.586,6205,9212
RI,Lincoln,0.497,0.476,6268,6001
RI,Little Compton,0.593,0.38,1518,974
RI,Middletown,0.619,0.353,4968,2832
RI,Narragansett,0.555,0.42,5051,3823
RI,New Shoreham,0.762,0.204,661,177
RI,Newport,0.699,0.274,7102,2784
RI,North Kingstown,0.584,0.384,10145,6673
RI,North Providence,0.523,0.456,8550,7461
RI,North Smithfield,0.464,0.512,3343,3692
RI,Pawtucket,0.646,0.325,15934,8003
RI,Portsmouth,0.593,0.376,6347,4029
RI,Providence,0.736,0.23,41481,12971
RI,Richmond,0.469,0.501,2331,2493
RI,Scituate,0.38,0.596,2538,3983
RI,Smithfield,0.447,0.529,5254,6214
RI,South Kingstown,0.644,0.322,10749,5382
RI,Tiverton,0.515,0.46,4740,4237
RI,Warren,0.569,0.403,3479,2462
RI,Warwick,0.526,0.448,24186,20602
RI,West Greenwich,0.386,0.591,1573,2413
RI,West Warwick,0.479,0.499,6797,7086
RI,Westerly,0.527,0.449,6653,5664
RI,Woonsocket,0.481,0.497,6434,6650
SC,Abbeville,0.282,0.706,3399,8509
SC,Aiken,0.364,0.622,31298,53592
SC,Allendale,0.716,0.269,2165,813
SC,Anderson,0.257,0.731,25281,71828
SC,Bamberg,0.57,0.417,3245,2376
SC,Barnwell,0.416,0.572,4082,5605
SC,Beaufort,0.421,0.566,44002,59123
SC,Berkeley,0.411,0.574,46416,64777
SC,Calhoun,0.422,0.565,3339,4474
SC,Charleston,0.519,0.463,111427,99265
SC,Cherokee,0.239,0.753,5939,18697
SC,Chester,0.408,0.58,6353,9030
SC,Chesterfield,0.355,0.635,6520,11682
SC,Clarendon,0.433,0.555,7064,9065
SC,Colleton,0.404,0.585,7376,10696
SC,Darlington,0.428,0.561,12977,17017
SC,Dillon,0.442,0.55,5241,6526
SC,Dorchester,0.418,0.564,32489,43839
SC,Edgefield,0.335,0.653,4659,9092
SC,Fairfield,0.56,0.427,6277,4792
SC,Florence,0.453,0.533,27706,32615
SC,Georgetown,0.396,0.591,14965,22326
SC,Greenville,0.38,0.602,100074,158541
SC,Greenwood,0.349,0.638,10766,19715
SC,Hampton,0.526,0.462,4328,3801
SC,Horry,0.303,0.688,62325,141719
SC,Jasper,0.447,0.543,8144,9900
SC,Kershaw,0.352,0.635,11826,21289
SC,Lancaster,0.37,0.618,20146,33623
SC,Laurens,0.29,0.699,8769,21110
SC,Lee,0.558,0.381,4505,3078
SC,Lexington,0.325,0.66,47815,96965
SC,Marion,0.546,0.441,7316,5906
SC,Marlboro,0.506,0.482,5137,4896
SC,McCormick,0.408,0.579,2513,3565
SC,Newberry,0.322,0.666,5841,12067
SC,Oconee,0.236,0.752,9987,31772
SC,Orangeburg,0.618,0.372,22832,13750
SC,Pickens,0.23,0.756,13891,45728
SC,Richland,0.664,0.318,121110,58019
SC,Saluda,0.272,0.716,2454,6452
SC,Spartanburg,0.326,0.662,50710,103032
SC,Sumter,0.519,0.47,23425,21215
SC,Union,0.332,0.659,4084,8102
SC,Williamsburg,0.603,0.385,8634,5524
SC,York,0.397,0.588,59600,88239
SD,Aurora,0.217,0.758,302,1056
SD,Beadle,0.288,0.688,2017,4826
SD,Bennett,0.358,0.621,389,676
SD,Bon Homme,0.233,0.747,697,2236
SD,Brookings,0.4,0.574,5978,8575
SD,Brown,0.356,0.625,6075,10645
SD,Brule,0.275,0.699,666,1694
SD,Buffalo,0.624,0.352,291,164
SD,Butte,0.185,0.792,942,4024
SD,Campbell,0.144,0.844,120,706
SD,Charles Mix,0.277,0.706,1000,2551
SD,Clark,0.225,0.75,415,1382
SD,Clay,0.52,0.455,2944,2574
SD,Codington,0.284,0.692,3840,9349
SD,Corson,0.433,0.552,495,631
SD,Custer,0.261,0.719,1567,4313
SD,Davison,0.299,0.676,2743,6208
SD,Day,0.341,0.64,1000,1876
SD,Deuel,0.23,0.747,528,1717
SD,Dewey,0.551,0.424,1032,793
SD,Douglas,0.132,0.856,219,1419
SD,Edmunds,0.189,0.797,384,1618
SD,Fall River,0.241,0.734,1030,3135
SD,Faulk,0.162,0.814,183,920
SD,Grant,0.261,0.714,946,2594
SD,Gregory,0.188,0.789,426,1790
SD,Haakon,0.093,0.892,105,1004
SD,Hamlin,0.189,0.794,610,2560
SD,Hand,0.207,0.78,365,1376
SD,Hanson,0.195,0.787,399,1611
SD,Harding,0.059,0.919,48,754
SD,Hughes,0.336,0.638,2838,5379
SD,Hutchinson,0.202,0.781,755,2918
SD,Hyde,0.213,0.762,148,530
SD,Jackson,0.316,0.667,357,753
SD,Jerauld,0.276,0.709,276,708
SD,Jones,0.109,0.867,60,477
SD,Kingsbury,0.271,0.71,760,1989
SD,Lake,0.335,0.646,1978,3819
SD,Lawrence,0.329,0.643,5074,9904
SD,Lincoln,0.357,0.622,12981,22621
SD,Lyman,0.292,0.686,422,993
SD,Marshall,0.371,0.611,782,1288
SD,McCook,0.242,0.735,733,2227
SD,McPherson,0.145,0.837,188,1087
SD,Meade,0.233,0.742,3421,10887
SD,Mellette,0.385,0.586,285,434
SD,Miner,0.251,0.721,293,841
SD,Minnehaha,0.425,0.552,39923,51842
SD,Moody,0.33,0.648,1052,2068
SD,Oglala Lakota,0.838,0.133,2567,406
SD,Pennington,0.354,0.619,20051,35009
SD,Perkins,0.143,0.843,228,1342
SD,Potter,0.165,0.816,214,1059
SD,Roberts,0.376,0.606,1560,2514
SD,Sanborn,0.214,0.767,259,929
SD,Spink,0.293,0.683,921,2145
SD,Stanley,0.258,0.726,447,1260
SD,Sully,0.186,0.795,168,716
SD,Todd,0.738,0.234,1570,497
SD,Tripp,0.177,0.81,470,2150
SD,Turner,0.23,0.743,1044,3374
SD,Union,0.287,0.694,2548,6160
SD,Walworth,0.195,0.787,481,1940
SD,Yankton,0.358,0.614,3883,6650
SD,Ziebach,0.469,0.497,366,388
TN,Anderson,0.315,0.673,11525,24582
TN,Bedford,0.205,0.785,4122,15772
TN,Benton,0.181,0.811,1317,5886
TN,Bledsoe,0.144,0.849,891,5254
TN,Blount,0.255,0.732,17664,50699
TN,Bradley,0.2,0.789,9852,38836
TN,Campbell,0.148,0.845,2305,13115
TN,Cannon,0.165,0.826,1132,5682
TN,Carroll,0.188,0.803,2233,9547
TN,Carter,0.179,0.811,4454,20167
TN,Cheatham,0.263,0.723,5464,14987
TN,Chester,0.17,0.819,1286,6206
TN,Claiborne,0.146,0.847,1971,11463
TN,Clay,0.163,0.829,614,3117
TN,Cocke,0.154,0.837,2415,13105
TN,Coffee,0.218,0.769,5440,19174
TN,Crockett,0.202,0.789,1196,4674
TN,Cumberland,0.202,0.791,6996,27399
TN,Davidson,0.627,0.353,181862,102256
TN,Decatur,0.15,0.841,819,4596
TN,DeKalb,0.182,0.809,1706,7599
TN,Dickson,0.235,0.754,5913,19002
TN,Dyer,0.188,0.806,2707,11603
TN,Fayette,0.284,0.707,6720,16756
TN,Fentress,0.118,0.876,1149,8555
TN,Franklin,0.23,0.761,4529,15016
TN,Gibson,0.236,0.755,5100,16346
TN,Giles,0.221,0.771,2974,10394
TN,Grainger,0.129,0.865,1432,9630
TN,Greene,0.165,0.823,5145,25586
TN,Grundy,0.15,0.843,948,5334
TN,Hamblen,0.201,0.79,5132,20154
TN,Hamilton,0.427,0.557,74437,97195
TN,Hancock,0.115,0.88,334,2558
TN,Hardeman,0.375,0.616,3527,5793
TN,Hardin,0.141,0.851,1704,10293
TN,Hawkins,0.152,0.84,3987,22066
TN,Haywood,0.498,0.494,3311,3286
TN,Henderson,0.158,0.837,1902,10083
TN,Henry,0.218,0.771,3286,11629
TN,Hickman,0.191,0.802,1968,8265
TN,Houston,0.203,0.785,773,2989
TN,Humphreys,0.214,0.774,1767,6400
TN,Jackson,0.183,0.808,1040,4586
TN,Jefferson,0.174,0.816,4503,21068
TN,Johnson,0.15,0.843,1212,6829
TN,Knox,0.394,0.59,87516,130815
TN,Lake,0.221,0.77,429,1493
TN,Lauderdale,0.311,0.681,2571,5633
TN,Lawrence,0.15,0.841,2939,16429
TN,Lewis,0.168,0.824,991,4852
TN,Lincoln,0.172,0.819,2782,13208
TN,Loudon,0.23,0.76,7625,25226
TN,Macon,0.123,0.867,1277,8958
TN,Madison,0.403,0.585,16115,23385
TN,Marion,0.217,0.774,3026,10788
TN,Marshall,0.212,0.778,3390,12426
TN,Maury,0.272,0.718,14145,37376
TN,McMinn,0.175,0.817,4207,19673
TN,McNairy,0.153,0.838,1727,9437
TN,Meigs,0.159,0.834,968,5085
TN,Monroe,0.162,0.83,3608,18526
TN,Montgomery,0.4,0.585,32736,47795
TN,Moore,0.148,0.837,542,3060
TN,Morgan,0.123,0.868,1054,7427
TN,Obion,0.172,0.821,2221,10596
TN,Overton,0.174,0.817,1931,9042
TN,Perry,0.15,0.845,558,3139
TN,Pickett,0.165,0.826,487,2441
TN,Polk,0.155,0.837,1356,7302
TN,Putnam,0.257,0.731,8991,25554
TN,Rhea,0.16,0.829,2312,11974
TN,Roane,0.222,0.766,6073,21011
TN,Robertson,0.24,0.749,8428,26260
TN,Rutherford,0.384,0.601,56656,88811
TN,Scott,0.098,0.896,942,8608
TN,Sequatchie,0.164,0.827,1292,6522
TN,Sevier,0.189,0.801,8322,35207
TN,Shelby,0.618,0.364,201759,118917
TN,Smith,0.171,0.82,1595,7655
TN,Stewart,0.175,0.814,1160,5389
TN,Sullivan,0.22,0.77,16624,58154
TN,Sumner,0.285,0.703,27874,68767
TN,Tipton,0.231,0.759,6178,20303
TN,Trousdale,0.201,0.79,856,3359
TN,Unicoi,0.185,0.805,1578,6876
TN,Union,0.14,0.852,1216,7384
TN,Van Buren,0.16,0.832,524,2718
TN,Warren,0.214,0.775,3647,13192
TN,Washington,0.296,0.691,18131,42299
TN,Wayne,0.112,0.881,762,6016
TN,Weakley,0.203,0.787,2725,10541
TN,White,0.163,0.829,2105,10717
TN,Williamson,0.33,0.654,47695,94562
TN,Wilson,0.294,0.694,23855,56425
TX,Anderson,0.188,0.806,3635,15597
TX,Andrews,0.133,0.859,806,5205
TX,Angelina,0.237,0.757,8146,26049
TX,Aransas,0.217,0.774,2831,10090
TX,Archer,0.101,0.895,520,4592
TX,Armstrong,0.069,0.928,77,1029
TX,Atascosa,0.279,0.713,5153,13142
TX,Austin,0.183,0.81,2816,12457
TX,Bailey,0.191,0.801,332,1395
TX,Bandera,0.186,0.804,2532,10939
TX,Bastrop,0.402,0.585,15989,23301
TX,Baylor,0.11,0.878,184,1471
TX,Bee,0.296,0.695,2606,6111
TX,Bell,0.413,0.575,53973,75161
TX,Bexar,0.542,0.445,411389,337545
TX,Blanco,0.231,0.756,1973,6447
TX,Borden,0.041,0.956,16,370
TX,Bosque,0.159,0.832,1524,7969
TX,Bowie,0.253,0.74,9282,27122
TX,Brazoria,0.395,0.592,63976,95867
TX,Brazos,0.368,0.616,33844,56671
TX,Brewster,0.43,0.556,1969,2545
TX,Briscoe,0.097,0.894,72,666
TX,Brooks,0.545,0.448,1308,1077
TX,Brown,0.126,0.866,2132,14593
TX,Burleson,0.182,0.81,1705,7590
TX,Burnet,0.217,0.774,6114,21795
TX,Caldwell,0.422,0.566,6618,8880
TX,Calhoun,0.237,0.758,1853,5939
TX,Callahan,0.109,0.884,761,6180
TX,Cameron,0.467,0.525,54258,60991
TX,Camp,0.229,0.765,1201,4011
TX,Carson,0.091,0.902,290,2866
TX,Cass,0.17,0.827,2406,11693
TX,Castro,0.207,0.788,418,1594
TX,Chambers,0.168,0.823,4192,20567
TX,Cherokee,0.183,0.809,3744,16593
TX,Childress,0.116,0.876,263,1991
TX,Clay,0.099,0.895,584,5288
TX,Cochran,0.166,0.823,148,735
TX,Coke,0.099,0.895,179,1623
TX,Coleman,0.103,0.893,428,3712
TX,Collin,0.431,0.542,222115,279534
TX,Collingsworth,0.112,0.888,135,1066
TX,Colorado,0.211,0.783,2108,7824
TX,Comal,0.267,0.722,27680,74756
TX,Comanche,0.127,0.868,834,5679
TX,Concho,0.128,0.866,153,1038
TX,Cooke,0.162,0.83,3310,16975
TX,Coryell,0.291,0.697,6959,16688
TX,Cottle,0.135,0.86,89,565
TX,Crane,0.134,0.86,186,1195
TX,Crockett,0.228,0.767,323,1087
TX,Crosby,0.24,0.753,451,1416
TX,Culberson,0.408,0.577,319,451
TX,Dallam,0.105,0.888,152,1285
TX,Dallas,0.601,0.38,511118,322569
TX,Dawson,0.19,0.8,667,2810
TX,Deaf Smith,0.238,0.754,1019,3233
TX,Delta,0.149,0.847,397,2250
TX,Denton,0.426,0.558,191503,250521
TX,DeWitt,0.162,0.833,1270,6515
TX,Dickens,0.147,0.85,146,844
TX,Dimmit,0.515,0.482,1765,1653
TX,Donley,0.102,0.883,174,1512
TX,Duval,0.449,0.547,2003,2439
TX,Eastland,0.11,0.884,918,7397
TX,Ector,0.232,0.761,9881,32429
TX,Edwards,0.132,0.865,133,869
